0.9127,0.1017,0.0572,0.0661,0.1909,0.1039,0.1131,0.1106,0.0094,0.1312,0.2925,0.1373,0.0361,0.1836,0.8144,0.636,0.0974,0.2343,0.6174,0.2662,0.5142,0.3234,0.4021,0.093
0.9114,0.0926,0.0575,0.0661,0.1907,0.0955,0.1869,0.1092,0.0093,0.1018,0.3983,0.1337,0.036,0.1429,0.8389,0.6478,0.0976,0.1873,0.5659,0.2584,0.5146,0.2658,0.3379,0.089
0.9151,0.0867,0.06,0.0715,0.1913,0.0857,0.3345,0.1153,0.0093,0.0837,0.5671,0.1348,0.036,0.1153,0.8528,0.6624,0.0982,0.1495,0.5048,0.2578,0.5173,0.216,0.28,0.0881
0.914,0.0826,0.0745,0.0953,0.1907,0.0793,0.512,0.1417,0.0093,0.0736,0.7146,0.1473,0.036,0.0974,0.8569,0.6728,0.0982,0.1175,0.4349,0.2889,0.5168,0.1707,0.2252,0.0985
0.9152,0.0799,0.1614,0.1492,0.1904,0.0779,0.669,0.1879,0.0093,0.0684,0.7999,0.1714,0.036,0.0854,0.8608,0.6832,0.0985,0.0922,0.3635,0.367,0.5175,0.132,0.1765,0.1279
0.9156,0.0787,0.3364,0.2329,0.1896,0.079,0.7728,0.2341,0.0094,0.0646,0.8368,0.1928,0.0359,0.076,0.8632,0.6919,0.0985,0.0746,0.2993,0.4473,0.5171,0.1035,0.1386,0.1595
0.9157,0.0784,0.5067,0.3378,0.1888,0.0809,0.8241,0.2553,0.0093,0.0621,0.851,0.1948,0.0359,0.0697,0.8652,0.6993,0.0984,0.0653,0.2566,0.4884,0.5162,0.0875,0.1167,0.1754
0.9158,0.0792,0.6435,0.4456,0.1879,0.0803,0.8427,0.2511,0.0093,0.0611,0.8564,0.1822,0.0357,0.0668,0.8669,0.7058,0.0981,0.0615,0.2348,0.5051,0.5149,0.0807,0.1066,0.1819
0.9153,0.0814,0.7445,0.5374,0.1869,0.082,0.8486,0.2548,0.0092,0.0611,0.8585,0.1808,0.0357,0.0656,0.8678,0.7113,0.0976,0.0602,0.2233,0.5132,0.5133,0.0777,0.1021,0.1858
0.9168,0.0853,0.8025,0.6059,0.1863,0.0939,0.8533,0.2879,0.0094,0.0616,0.8618,0.2048,0.0357,0.0653,0.8702,0.7177,0.0974,0.0596,0.2155,0.5207,0.5126,0.0759,0.0996,0.1913
0.9182,0.0912,0.8286,0.6524,0.1855,0.1264,0.8575,0.3472,0.0094,0.0629,0.8651,0.253,0.0358,0.0661,0.8728,0.7235,0.0972,0.0599,0.2112,0.5291,0.5116,0.0756,0.0986,0.1991
0.9206,0.0999,0.8432,0.6849,0.185,0.1923,0.8626,0.4226,0.0093,0.0647,0.8692,0.3211,0.0358,0.068,0.8765,0.7299,0.097,0.0615,0.2156,0.5403,0.511,0.0782,0.1017,0.2107
0.92,0.1124,0.8506,0.7058,0.184,0.2989,0.864,0.4988,0.0092,0.0648,0.87,0.3971,0.0358,0.07,0.8768,0.7338,0.0965,0.0644,0.2285,0.5525,0.5091,0.0838,0.109,0.2262
0.9195,0.1304,0.8562,0.7209,0.1829,0.4418,0.8642,0.5701,0.009,0.0633,0.8701,0.474,0.0358,0.0708,0.8767,0.7372,0.0962,0.068,0.2452,0.567,0.5071,0.0911,0.1186,0.2475
0.9185,0.155,0.8603,0.733,0.1818,0.5908,0.8643,0.6327,0.0092,0.0611,0.8699,0.5463,0.0357,0.0705,0.8763,0.7402,0.0958,0.0712,0.26,0.5838,0.5049,0.0981,0.1274,0.2752
0.9187,0.1874,0.8647,0.7446,0.1811,0.6976,0.8659,0.686,0.0093,0.0594,0.8711,0.6114,0.0357,0.0692,0.8771,0.7443,0.0955,0.0734,0.27,0.6033,0.5036,0.1028,0.1338,0.3096
0.9194,0.2258,0.8682,0.7543,0.1804,0.7495,0.8674,0.7274,0.0094,0.0588,0.8721,0.6664,0.0358,0.0682,0.8778,0.7483,0.0951,0.0733,0.2696,0.6234,0.5024,0.1032,0.1342,0.3491
0.9181,0.2671,0.8687,0.7611,0.1789,0.7698,0.867,0.7559,0.009,0.0608,0.8712,0.7092,0.0356,0.0692,0.8766,0.7507,0.0947,0.0719,0.2594,0.6411,0.5001,0.0997,0.1295,0.3897
0.9189,0.3105,0.8714,0.7679,0.1783,0.7807,0.869,0.7782,0.0089,0.0662,0.8724,0.7451,0.0355,0.0736,0.8779,0.7548,0.0943,0.0725,0.2565,0.6583,0.4991,0.1,0.1289,0.4304
